contig	gc
29864 	36.70
29865 	42.69
29866 	41.38
29867 	40.06
29868 	42.38
29869 	33.75
29870 	40.48
29871 	38.80
29872 	36.59
29873 	39.70
29874 	35.33
29875 	41.43
29876 	43.43
29877 	36.23
29878 	35.80
29879 	40.90
29880 	42.95
29881 	37.01
29882 	41.48
29883 	36.75
29884 	40.27
29885 	40.43
29886 	44.16
29887 	40.03
29888 	39.51
29889 	41.14
29890 	39.66
29891 	43.19
29892 	38.40
29893 	37.30
29894 	39.56
29895 	40.03
29896 	41.19
29897 	40.19
29898 	39.35
29899 	42.77
29900 	36.51
29901 	35.98
29902 	37.19
29903 	35.51
29904 	40.03
29905 	39.66
29906 	40.03
29907 	39.56
29908 	38.77
29909 	40.03
29910 	41.19
29911 	38.61
29912 	36.19
29913 	36.51
29914 	34.51
29915 	38.61
29916 	39.45
29917 	39.24
29918 	42.24
29919 	40.98
29920 	34.67
29921 	40.08
29922 	41.66
29923 	39.40
29924 	38.98
29925 	40.77
29926 	42.03
29927 	39.45
29928 	36.35
29929 	41.03
29930 	43.08
29931 	38.37
29932 	36.32
29933 	40.37
29934 	38.32
29935 	41.89
29936 	36.79
29937 	41.95
29938 	37.74
29939 	44.79
29940 	38.89
29941 	36.37
29942 	39.84
29943 	44.74
29944 	39.05
29945 	41.32
29946 	42.68
29947 	35.68
29948 	36.84
29949 	40.68
29950 	39.16
29951 	38.63
29952 	32.68
29953 	39.79
29954 	40.53
29955 	39.47
29956 	38.16
29957 	39.89
29958 	37.84
29959 	39.37
29960 	38.11
29961 	39.37
29962 	39.76
29963 	39.65
29964 	39.92
29965 	38.97
29966 	36.91
29967 	40.07
29968 	37.44
29969 	41.28
29970 	40.02
29971 	36.76
29972 	36.23
29973 	41.81
29974 	34.91
29975 	38.07
29976 	40.71
29977 	40.76
29978 	38.28
29979 	33.97
29980 	39.34
29981 	34.70
29982 	37.60
29983 	40.13
29984 	38.13
29985 	38.92
29986 	38.76
29987 	41.23
29988 	42.07
29989 	37.12
29990 	39.28
29991 	40.60
29992 	41.94
29993 	43.31
29994 	41.36
29995 	42.62
29996 	40.52
29997 	38.88
29998 	40.73
29999 	40.09
30000 	39.41
30001 	34.72
30002 	38.72
30003 	42.52
30004 	37.30
30005 	44.73
30006 	37.14
30007 	40.73
30008 	38.78
30009 	38.83
30010 	40.31
30011 	40.46
30012 	43.31
30013 	36.99
30014 	40.25
30015 	35.51
30016 	48.16
30017 	39.06
30018 	40.80
30019 	37.06
30020 	46.49
30021 	40.48
30022 	34.00
30023 	44.97
30024 	49.34
30025 	37.69
30026 	42.01
30027 	34.11
30028 	35.06
30029 	39.33
30030 	38.48
30031 	36.58
30032 	35.69
30033 	39.22
30034 	36.85
30035 	40.17
30036 	41.49
30037 	35.37
30038 	42.17
30039 	36.37
30040 	38.22
30041 	41.17
30042 	41.96
30043 	36.11
30044 	32.10
30045 	43.02
30046 	42.96
30047 	42.07
30048 	39.54
30049 	34.84
30050 	48.50
30051 	42.80
30052 	48.55
30053 	36.34
30054 	36.71
30055 	40.08
30056 	42.41
30057 	36.92
30058 	37.92
30059 	38.45
30060 	40.30
30061 	40.61
30062 	37.08
30063 	40.82
30064 	47.57
30065 	43.62
30066 	42.14
30067 	41.09
30068 	39.45
30069 	40.08
30070 	38.40
30071 	35.60
30072 	41.40
30073 	40.93
30074 	38.29
30075 	39.45
30076 	37.13
30077 	39.98
30078 	39.45
30079 	43.09
30080 	35.92
30081 	36.76
30082 	41.40
30083 	43.99
30084 	37.39
30085 	43.91
30086 	37.63
30087 	38.47
30088 	33.93
30089 	39.37
30090 	37.89
30091 	42.01
30092 	37.47
30093 	39.53
30094 	38.79
30095 	34.88
30096 	38.73
30097 	38.47
30098 	35.99
30099 	36.78
30100 	41.58
30101 	36.89
30102 	36.62
30103 	34.09
30104 	37.04
30105 	37.94
30106 	38.15
30107 	36.41
30108 	43.01
30109 	37.94
30110 	39.31
30111 	41.53
30112 	40.37
30113 	44.06
30114 	37.84
30115 	39.47
30116 	41.21
30117 	38.79
30118 	36.94
30119 	37.78
30120 	38.94
30121 	35.78
30122 	38.21
30123 	37.06
30124 	39.81
30125 	45.78
30126 	38.01
30127 	36.48
30128 	40.60
30129 	37.59
30130 	39.55
30131 	40.87
30132 	44.14
30133 	41.24
30134 	37.70
30135 	39.18
30136 	39.33
30137 	39.97
30138 	40.44
30139 	43.19
30140 	44.88
30141 	40.97
30142 	38.33
30143 	37.22
30144 	43.26
30145 	41.05
30146 	40.52
30147 	39.73
30148 	39.88
30149 	38.99
30150 	40.73
30151 	39.14
30152 	43.00
30153 	34.07
30154 	37.88
30155 	37.03
30156 	39.09
30157 	41.26
30158 	39.94
30159 	35.39
30160 	36.08
30161 	39.83
30162 	44.96
30163 	38.19
30164 	40.31
30165 	43.48
30166 	40.36
30167 	41.31
30168 	40.78
30169 	38.93
30170 	40.31
30171 	42.05
30172 	37.35
30173 	39.09
30174 	38.21
30175 	47.78
30176 	40.59
30177 	42.34
30178 	39.43
30179 	40.06
30180 	35.25
30181 	40.70
30182 	39.01
30183 	39.75
30184 	44.08
30185 	38.32
30186 	42.12
30187 	37.37
30188 	43.66
30189 	36.79
30190 	39.06
30191 	39.06
30192 	35.04
30193 	40.19
30194 	38.13
30195 	38.66
30196 	39.93
30197 	38.97
30198 	38.13
30199 	40.40
30200 	43.89
30201 	32.47
30202 	38.02
30203 	40.93
30204 	37.70
30205 	38.23
30206 	40.24
30207 	36.59
30208 	36.96
30209 	37.76
30210 	38.29
30211 	38.39
30212 	38.34
30213 	39.71
30214 	39.50
30215 	41.25
30216 	40.51
30217 	36.96
30218 	41.51
30219 	35.64
30220 	38.87
30221 	41.35
30222 	36.77
30223 	36.30
30224 	38.52
30225 	37.78
30226 	37.72
30227 	40.11
30228 	36.72
30229 	42.22
30230 	43.39
30231 	43.28
30232 	40.58
30233 	42.91
30234 	36.46
30235 	40.53
30236 	32.49
30237 	38.99
30238 	38.15
30239 	49.47
30240 	40.05
30241 	40.21
30242 	39.42
30243 	38.52
30244 	37.94
30245 	41.48
30246 	43.54
30247 	40.58
30248 	36.67
30249 	41.59
30250 	39.95
30251 	35.34
30252 	38.78
30253 	39.05
30254 	37.25
30255 	40.90
30256 	38.78
30257 	34.71
30258 	40.32
30259 	34.92
30260 	34.87
30261 	36.74
30262 	44.26
30263 	37.16
30264 	37.32
30265 	38.54
30266 	42.30
30267 	37.96
30268 	38.38
30269 	38.22
30270 	36.37
30271 	41.40
30272 	41.66
30273 	33.46
30274 	38.64
30275 	34.30
30276 	33.19
30277 	38.38
30278 	40.13
30279 	41.93
30280 	38.70
30281 	40.60
30282 	37.16
30283 	40.92
30284 	40.60
30285 	35.52
30286 	37.90
30287 	40.34
30288 	39.44
30289 	39.28
30290 	34.78
30291 	40.82
30292 	38.22
30293 	38.49
30294 	41.77
30295 	37.59
30296 	36.32
30297 	39.46
30298 	40.68
30299 	42.11
30300 	35.38
30301 	36.71
30302 	40.20
30303 	38.77
30304 	41.68
30305 	38.77
30306 	37.08
30307 	41.53
30308 	39.25
30309 	39.04
30310 	41.21
30311 	36.86
30312 	38.19
30313 	42.90
30314 	38.08
30315 	41.00
30316 	36.97
30317 	41.26
30318 	43.96
30319 	44.23
30320 	41.58
30321 	38.35
30322 	37.08
30323 	40.36
30324 	44.12
30325 	40.52
30326 	45.23
30327 	38.51
30328 	36.65
30329 	40.20
30330 	39.85
30331 	37.73
30332 	38.53
30333 	41.39
30334 	44.99
30335 	36.62
30336 	40.12
30337 	40.01
30338 	39.37
30339 	40.12
30340 	38.63
30341 	42.55
30342 	38.74
30343 	37.52
30344 	41.23
30345 	38.47
30346 	42.87
30347 	37.52
30348 	41.02
30349 	41.07
30350 	35.51
30351 	40.86
30352 	39.80
30353 	39.11
30354 	41.39
30355 	40.91
30356 	40.01
30357 	41.02
30358 	40.75
30359 	37.59
30360 	38.39
30361 	38.60
30362 	44.64
30363 	37.33
30364 	37.27
30365 	40.56
30366 	39.61
30367 	39.71
30368 	39.02
30369 	42.47
30370 	37.75
30371 	39.93
30372 	39.08
30373 	40.77
30374 	42.63
30375 	37.22
30376 	41.68
30377 	36.80
30378 	36.59
30379 	37.22
30380 	39.93
30381 	43.21
30382 	40.08
30383 	40.14
30384 	42.68
30385 	36.69
30386 	37.24
30387 	35.28
30388 	36.13
30389 	41.38
30390 	39.89
30391 	40.05
30392 	39.36
30393 	42.02
30394 	36.55
30395 	47.80
30396 	45.57
30397 	36.50
30398 	41.54
30399 	42.33
30400 	47.85
30401 	37.19
30402 	38.25
30403 	45.20
30404 	39.52
30405 	39.52
30406 	34.48
30407 	38.30
30408 	37.72
30409 	40.74
30410 	37.93
30411 	39.10
30412 	36.98
30413 	38.20
30414 	37.88
30415 	41.75
30416 	40.90
30417 	41.59
30418 	43.13
30419 	44.03
30420 	34.80
30421 	38.20
30422 	36.23
30423 	42.92
30424 	40.58
30425 	37.72
30426 	36.94
30427 	39.76
30428 	36.46
30429 	37.37
30430 	39.17
30431 	35.93
30432 	39.12
30433 	36.84
30434 	38.38
30435 	39.76
30436 	40.07
30437 	42.04
30438 	39.92
30439 	42.20
30440 	44.06
30441 	37.47
30442 	39.33
30443 	35.46
30444 	38.54
30445 	38.00
30446 	40.07
30447 	40.39
30448 	42.36
30449 	39.65
30450 	39.65
30451 	41.24
30452 	41.67
30453 	34.71
30454 	38.34
30455 	37.81
30456 	49.02
30457 	42.06
30458 	43.12
30459 	37.02
30460 	37.44
30461 	40.73
30462 	40.84
30463 	43.07
30464 	36.38
30465 	32.29
30466 	39.41
30467 	36.59
30468 	33.94
30469 	39.99
30470 	35.37
30471 	38.24
30472 	36.86
30473 	34.89
30474 	40.89
30475 	43.76
30476 	37.02
30477 	34.41
30478 	38.34
30479 	42.33
30480 	37.55
30481 	38.45
30482 	42.59
30483 	40.41
30484 	43.71
30485 	43.28
30486 	35.10
30487 	36.06
30488 	39.94
30489 	42.38
30490 	42.96
30491 	38.26
30492 	40.12
30493 	38.89
30494 	41.34
30495 	38.31
30496 	39.00
30497 	42.61
30498 	39.90
30499 	38.52
30500 	41.66
30501 	42.08
30502 	41.66
30503 	40.22
30504 	43.73
30505 	38.20
30506 	40.06
30507 	36.34
30508 	36.56
30509 	44.21
30510 	39.48
30511 	36.50
30512 	40.28
30513 	40.44
30514 	37.41
30515 	42.19
30516 	41.39
30517 	37.04
30518 	36.82
30519 	38.68
30520 	41.02
30521 	38.58
30522 	39.85
30523 	40.81
30524 	43.46
30525 	38.95
30526 	39.32
30527 	37.91
30528 	38.17
30529 	42.64
30530 	39.39
30531 	42.32
30532 	38.33
30533 	35.51
30534 	37.69
30535 	39.29
30536 	41.31
30537 	41.47
30538 	39.98
30539 	37.27
30540 	38.22
30541 	40.19
30542 	40.78
30543 	41.57
30544 	35.83
30545 	38.28
30546 	41.41
30547 	40.30
30548 	40.56
30549 	39.87
30550 	35.46
30551 	37.80
30552 	37.02
30553 	40.69
30554 	49.31
30555 	38.88
30556 	38.51
30557 	36.81
30558 	39.04
30559 	37.98
30560 	48.35
30561 	38.40
30562 	45.05
30563 	38.51
30564 	42.77
30565 	41.28
30566 	42.98
30567 	38.83
30568 	37.13
30569 	34.68
30570 	43.19
30571 	39.84
30572 	37.55
30573 	40.43
30574 	41.44
30575 	43.72
30576 	40.32
30577 	40.69
30578 	40.21
30579 	45.11
30580 	41.97
30581 	40.69
30582 	44.41
30583 	39.63
30584 	40.69
30585 	40.16
30586 	41.54
30587 	41.97
30588 	39.15
30589 	45.69
30590 	35.80
30591 	44.47
30592 	36.97
30593 	42.07
30594 	37.29
30595 	34.79
30596 	37.34
30597 	36.76
30598 	38.99
30599 	36.17
30600 	42.95
30601 	46.62
30602 	42.26
30603 	36.72
30604 	38.05
30605 	40.55
30606 	40.87
30607 	42.10
30608 	37.47
30609 	42.58
30610 	42.15
30611 	36.67
30612 	36.40
30613 	35.66
30614 	35.60
30615 	42.36
30616 	40.66
30617 	43.53
30618 	41.46
30619 	46.14
30620 	36.72
30621 	40.71
30622 	37.04
30623 	40.39
30624 	37.73
30625 	39.33
30626 	44.01
30627 	36.19
30628 	40.55
30629 	38.42
30630 	39.99
30631 	44.04
30632 	30.62
30633 	34.13
30634 	38.34
30635 	32.59
30636 	35.94
30637 	41.37
30638 	42.49
30639 	38.92
30640 	38.34
30641 	36.00
30642 	40.63
30643 	37.06
30644 	40.20
30645 	39.35
30646 	40.68
30647 	37.81
30648 	34.13
30649 	40.84
30650 	41.59
30651 	40.04
30652 	41.05
30653 	40.95
30654 	37.49
30655 	41.64
30656 	37.22
30657 	42.07
30658 	39.72
30659 	43.02
30660 	35.04
30661 	38.45
30662 	39.78
30663 	51.38
30664 	49.52
30665 	39.40
30666 	40.42
30667 	40.58
30668 	39.24
30669 	49.63
30670 	39.51
30671 	39.35
30672 	39.08
30673 	40.15
30674 	40.52
30675 	43.45
30676 	40.28
30677 	43.95
30678 	37.61
30679 	41.45
30680 	38.47
30681 	40.38
30682 	41.61
30683 	36.71
30684 	42.94
30685 	40.22
30686 	34.31
30687 	44.70
30688 	43.69
30689 	41.24
30690 	37.29
30691 	42.57
30692 	42.30
30693 	39.37
30694 	40.49
30695 	37.29
30696 	40.17
30697 	42.78
30698 	36.87
30699 	37.19
30700 	37.08
30701 	40.06
30702 	41.34
30703 	38.20
30704 	39.48
30705 	37.35
30706 	35.32
30707 	42.46
30708 	39.00
30709 	36.76
30710 	36.76
30711 	35.18
30712 	43.44
30713 	37.58
30714 	41.04
30715 	35.07
30716 	41.36
30717 	39.07
30718 	38.91
30719 	40.03
30720 	40.88
30721 	41.68
30722 	37.79
30723 	39.55
30724 	39.07
30725 	43.39
30726 	43.18
30727 	38.22
30728 	37.69
30729 	38.27
30730 	39.68
30731 	39.09
30732 	38.29
30733 	38.08
30734 	44.75
30735 	45.92
30736 	40.21
30737 	40.75
30738 	42.08
30739 	42.93
30740 	38.67
30741 	39.47
30742 	35.20
30743 	38.29
30744 	39.63
30745 	42.35
30746 	41.12
30747 	38.93
30748 	41.76
30749 	40.32
30750 	37.65
30751 	40.27
30752 	35.25
30753 	39.09
30754 	39.73
30755 	37.71
30756 	53.01
30757 	40.21
30758 	41.65
30759 	41.76
30760 	39.52
30761 	47.63
30762 	37.49
30763 	47.25
30764 	40.85
30765 	39.31
30766 	34.42
30767 	41.30
30768 	45.94
30769 	38.79
30770 	47.49
30771 	42.96
30772 	35.22
30773 	40.45
30774 	38.90
30775 	37.62
30776 	38.10
30777 	37.99
30778 	40.72
30779 	36.45
30780 	44.66
30781 	39.75
30782 	42.10
30783 	38.21
30784 	38.53
30785 	40.88
30786 	40.61
30787 	35.01
30788 	41.46
30789 	41.84
30790 	43.70
30791 	32.71
30792 	35.43
30793 	42.16
30794 	37.41
30795 	39.59
30796 	31.87
30797 	42.18
30798 	36.95
30799 	36.95
30800 	38.92
30801 	36.15
30802 	33.64
30803 	39.14
30804 	39.72
30805 	36.09
30806 	39.56
30807 	40.58
30808 	43.25
30809 	39.19
30810 	38.12
30811 	38.60
30812 	37.53
30813 	36.57
30814 	36.84
30815 	34.81
30816 	44.42
30817 	41.22
30818 	37.21
30819 	41.54
30820 	37.91
30821 	33.85
30822 	36.41
30823 	43.09
30824 	39.03
30825 	39.83
30826 	38.60
30827 	41.61
30828 	42.95
30829 	33.39
30830 	39.16
30831 	37.61
30832 	39.00
30833 	46.63
30834 	38.51
30835 	39.16
30836 	37.23
30837 	40.28
30838 	37.45
30839 	36.91
30840 	40.71
30841 	43.27
30842 	40.81
30843 	35.79
30844 	37.77
30845 	39.26
30846 	39.16
30847 	38.46
30848 	35.84
30849 	36.65
30850 	38.46
30851 	40.12
30852 	40.92
30853 	41.40
30854 	36.38
30855 	39.21
30856 	38.57
30857 	43.80
30858 	36.97
30859 	36.70
30860 	50.69
30861 	36.97
30862 	39.85
30863 	46.69
30864 	41.56
30865 	40.33
30866 	38.25
30867 	41.45
30868 	38.05
30869 	41.90
30870 	37.73
30871 	41.85
30872 	42.17
30873 	38.59
30874 	41.37
30875 	37.79
30876 	40.94
30877 	36.13
30878 	41.85
30879 	38.80
30880 	39.50
30881 	41.74
30882 	35.11
30883 	39.23
30884 	39.18
30885 	39.02
30886 	42.22
30887 	43.88
30888 	38.38
30889 	38.64
30890 	36.40
30891 	40.94
30892 	39.55
30893 	41.80
30894 	41.48
30895 	43.61
30896 	36.10
30897 	39.89
30898 	40.32
30899 	40.16
30900 	40.16
30901 	35.61
30902 	39.73
30903 	38.24
30904 	43.05
30905 	39.20
30906 	38.93
30907 	40.80
30908 	35.35
30909 	43.58
30910 	37.91
30911 	37.49
30912 	44.60
30913 	39.14
30914 	37.75
30915 	38.66
30916 	42.41
30917 	45.29
30918 	38.18
30919 	34.17
30920 	38.02
30921 	39.57
30922 	40.48
30923 	38.61
30924 	38.88
30925 	37.17
30926 	37.70
30927 	40.16
30928 	39.59
30929 	35.21
30930 	38.20
30931 	41.41
30932 	37.19
30933 	42.05
30934 	40.66
30935 	38.84
30936 	39.17
30937 	42.05
30938 	38.47
30939 	57.78
30940 	39.22
30941 	39.06
30942 	38.95
30943 	37.24
30944 	37.99
30945 	39.97
30946 	35.69
30947 	37.56
30948 	38.04
30949 	43.50
30950 	42.96
30951 	38.04
30952 	41.41
30953 	41.79
30954 	39.49
30955 	35.96
30956 	41.20
30957 	43.12
30958 	34.67
30959 	41.70
30960 	44.59
30961 	45.61
30962 	40.26
30963 	40.63
30964 	40.42
30965 	37.96
30966 	44.54
30967 	45.88
30968 	34.74
30969 	46.68
30970 	41.81
30971 	40.95
30972 	39.56
30973 	38.33
30974 	36.99
30975 	40.95
30976 	47.86
30977 	35.76
30978 	36.78
30979 	39.56
30980 	38.54
30981 	38.22
30982 	39.40
30983 	40.63
30984 	39.29
30985 	42.13
30986 	41.54
30987 	39.19
30988 	32.07
30989 	38.17
30990 	37.21
30991 	39.35
30992 	51.63
30993 	42.85
30994 	38.62
30995 	36.58
30996 	42.26
30997 	41.72
30998 	35.89
30999 	38.51
31000 	36.15
31001 	37.17
31002 	39.26
31003 	37.01
31004 	45.69
31005 	46.49
31006 	38.08
31007 	39.10
31008 	39.10
31009 	40.22
31010 	36.69
31011 	37.33
31012 	47.35
31013 	37.33
31014 	40.22
31015 	40.06
31016 	40.76
31017 	40.33
31018 	38.05
31019 	36.87
31020 	36.98
31021 	50.11
31022 	44.11
31023 	33.65
31024 	38.42
31025 	38.53
31026 	39.28
31027 	40.14
31028 	44.11
31029 	38.21
31030 	37.94
31031 	40.03
31032 	34.99
31033 	40.73
31034 	38.00
31035 	34.46
31036 	40.03
31037 	41.80
31038 	38.21
31039 	47.00
31040 	38.21
31041 	38.32
31042 	42.98
31043 	43.57
31044 	38.80
31045 	44.05
31046 	41.00
31047 	42.12
31048 	36.55
31049 	44.40
31050 	39.46
31051 	35.76
31052 	41.13
31053 	34.80
31054 	36.46
31055 	39.41
31056 	40.97
31057 	39.68
31058 	42.09
31059 	36.35
31060 	42.25
31061 	41.07
31062 	40.05
31063 	38.98
31064 	41.18
31065 	37.16
31066 	40.38
31067 	50.46
31068 	39.95
31069 	42.41
31070 	41.98
31071 	40.97
31072 	38.77
31073 	39.79
31074 	35.55
31075 	38.18
31076 	48.63
31077 	38.66
31078 	42.95
31079 	34.50
31080 	42.70
31081 	39.22
31082 	37.98
31083 	40.67
31084 	38.36
31085 	40.83
31086 	39.75
31087 	40.50
31088 	38.20
31089 	39.00
31090 	40.18
31091 	42.54
31092 	37.61
31093 	36.48
31094 	39.06
31095 	35.25
31096 	40.08
31097 	35.94
31098 	37.34
31099 	38.09
31100 	38.73
31101 	37.98
31102 	38.20
31103 	37.88
31104 	38.89
31105 	38.14
31106 	42.11
31107 	37.07
31108 	41.63
31109 	42.27
31110 	41.90
31111 	35.68
31112 	36.75
31113 	38.84
31114 	40.24
31115 	41.58
31116 	39.32
31117 	40.37
31118 	38.81
31119 	38.38
31120 	37.68
31121 	34.46
31122 	39.51
31123 	41.12
31124 	35.10
31125 	39.94
31126 	38.75
31127 	39.02
31128 	40.42
31129 	39.51
31130 	40.79
31131 	37.52
31132 	43.85
31133 	39.02
31134 	40.53
31135 	32.64
31136 	53.89
31137 	41.01
31138 	39.83
31139 	42.08
31140 	38.81
31141 	43.05
31142 	38.65
31143 	42.46
31144 	41.92
31145 	45.52
31146 	37.47
31147 	38.54
31148 	40.47
31149 	37.97
31150 	38.13
31151 	50.43
31152 	38.88
31153 	37.49
31154 	44.47
31155 	39.47
31156 	39.37
31157 	39.85
31158 	38.40
31159 	38.67
31160 	41.03
31161 	35.77
31162 	39.42
31163 	33.35
31164 	42.00
31165 	38.45
31166 	38.24
31167 	38.56
31168 	40.39
31169 	43.45
31170 	42.48
31171 	43.82
31172 	42.86
31173 	36.25
31174 	36.79
31175 	39.98
31176 	38.15
31177 	41.48
31178 	36.38
31179 	38.42
31180 	36.54
31181 	38.10
31182 	36.16
31183 	37.13
31184 	35.73
31185 	45.08
31186 	36.16
31187 	39.33
31188 	39.39
31189 	42.07
31190 	41.59
31191 	41.97
31192 	39.17
31193 	40.30
31194 	38.26
31195 	37.18
31196 	37.67
31197 	41.38
31198 	37.45
31199 	34.23
31200 	38.69
31201 	40.35
31202 	41.59
31203 	40.30
31204 	38.80
31205 	37.35
31206 	41.54
31207 	48.68
31208 	42.31
31209 	40.00
31210 	37.47
31211 	38.55
31212 	37.69
31213 	38.28
31214 	45.70
31215 	41.29
31216 	40.65
31217 	42.85
31218 	37.42
31219 	41.13
31220 	38.92
31221 	41.40
31222 	37.69
31223 	39.41
31224 	41.34
31225 	41.72
31226 	35.32
31227 	44.84
31228 	39.46
31229 	39.89
31230 	40.54
31231 	38.39
31232 	35.93
31233 	37.06
31234 	42.93
31235 	39.59
31236 	37.22
31237 	38.57
31238 	37.28
31239 	46.58
31240 	41.31
31241 	37.44
31242 	42.82
31243 	41.20
31244 	41.69
31245 	39.00
31246 	42.44
31247 	38.19
31248 	39.16
31249 	38.46
31250 	45.99
31251 	40.02
31252 	38.62
31253 	41.47
31254 	40.88
31255 	39.48
31256 	36.53
31257 	44.32
31258 	36.31
31259 	44.81
31260 	38.03
31261 	40.56
31262 	36.90
31263 	42.60
31264 	37.35
31265 	38.64
31266 	36.54
31267 	39.40
31268 	50.38
31269 	40.04
31270 	38.05
31271 	40.58
31272 	38.05
31273 	36.71
31274 	45.21
31275 	39.45
31276 	36.49
31277 	36.76
31278 	37.67
31279 	38.32
31280 	38.43
31281 	46.56
31282 	40.10
31283 	38.86
31284 	38.32
31285 	39.34
31286 	42.30
31287 	38.16
31288 	40.04
31289 	37.84
31290 	38.32
31291 	34.93
31292 	40.53
31293 	36.98
31294 	41.44
31295 	34.82
31296 	42.95
31297 	37.41
31298 	48.28
31299 	37.78
31300 	42.68
31301 	37.84
31302 	40.20
31303 	41.39
31304 	44.29
31305 	50.48
31306 	40.96
31307 	39.99
31308 	42.09
31309 	38.91
31310 	54.36
31311 	42.16
31312 	37.53
31313 	38.29
31314 	37.70
31315 	37.05
31316 	40.01
31317 	48.25
31318 	52.45
31319 	33.55
31320 	37.91
31321 	42.00
31322 	36.56
31323 	39.90
31324 	38.02
31325 	38.50
31326 	38.45
31327 	36.73
31328 	36.51
31329 	37.00
31330 	36.19
31331 	38.34
31332 	41.84
31333 	41.36
31334 	41.20
31335 	43.10
31336 	39.39
31337 	37.34
31338 	38.95
31339 	32.38
31340 	39.76
31341 	37.02
31342 	39.92
31343 	40.46
31344 	37.34
31345 	39.82
31346 	41.86
31347 	39.49
31348 	43.43
31349 	37.77
31350 	38.63
31351 	37.72
31352 	41.54
31353 	35.29
31354 	41.27
31355 	49.41
31356 	42.19
31357 	37.72
31358 	39.92
31359 	38.25
31360 	38.31
31361 	38.69
31362 	41.70
31363 	39.33
31364 	37.50
31365 	40.19
31366 	40.30
31367 	37.45
31368 	43.59
31369 	40.41
31370 	34.48
31371 	38.74
31372 	37.77
31373 	40.89
31374 	40.36
31375 	41.27
31376 	41.76
31377 	38.09
31378 	44.34
31379 	39.66
31380 	37.82
31381 	40.97
31382 	40.16
31383 	38.11
31384 	35.04
31385 	46.95
31386 	38.06
31387 	41.62
31388 	39.30
31389 	42.26
31390 	39.73
31391 	36.98
31392 	40.81
31393 	39.46
31394 	39.08
31395 	36.71
31396 	41.29
31397 	39.57
31398 	39.08
31399 	44.15
31400 	33.96
31401 	38.87
31402 	41.94
31403 	45.09
31404 	36.35
31405 	45.63
31406 	40.40
31407 	37.86
31408 	40.61
31409 	44.28
31410 	36.73
31411 	38.19
31412 	36.84
31413 	42.93
31414 	42.45
31415 	43.10
31416 	38.89
31417 	35.65
31418 	41.05
31419 	39.32
31420 	35.65
31421 	36.14
31422 	37.59
31423 	34.90
31424 	40.94
31425 	39.32
31426 	38.83
31427 	43.42
31428 	42.72
31429 	42.13
31430 	46.28
31431 	39.27
31432 	45.85
31433 	53.94
31434 	38.19
31435 	36.95
31436 	38.13
31437 	41.53
31438 	36.57
31439 	37.92
31440 	39.88
31441 	39.72
31442 	40.58
31443 	40.26
31444 	38.42
31445 	41.50
31446 	36.48
31447 	39.07
31448 	37.18
31449 	42.15
31450 	44.85
31451 	39.02
31452 	38.48
31453 	37.08
31454 	39.56
31455 	44.14
31456 	40.42
31457 	39.83
31458 	46.30
31459 	39.02
31460 	37.56
31461 	39.61
31462 	40.91
31463 	39.40
31464 	37.67
31465 	42.47
31466 	41.31
31467 	40.87
31468 	39.74
31469 	41.04
31470 	36.66
31471 	41.14
31472 	36.56
31473 	39.36
31474 	39.63
31475 	37.26
31476 	41.25
31477 	38.44
31478 	43.09
31479 	38.93
31480 	34.88
31481 	40.71
31482 	38.12
31483 	38.01
31484 	42.60
31485 	39.69
31486 	52.43
31487 	41.90
31488 	37.10
31489 	47.19
31490 	41.04
31491 	33.64
31492 	35.91
31493 	32.24
31494 	40.98
31495 	39.90
31496 	36.39
31497 	35.80
31498 	40.44
31499 	42.39
31500 	42.12
31501 	40.06
31502 	37.90
31503 	38.98
31504 	51.67
31505 	41.00
31506 	41.44
31507 	42.09
31508 	40.19
31509 	39.92
31510 	37.82
31511 	35.06
31512 	41.22
31513 	37.87
31514 	33.50
31515 	39.82
31516 	36.63
31517 	41.60
31518 	39.38
31519 	40.41
31520 	38.25
31521 	41.22
31522 	34.90
31523 	43.98
31524 	41.22
31525 	35.17
31526 	41.38
31527 	37.33
31528 	39.44
31529 	41.92
31530 	44.73
31531 	36.03
31532 	37.60
31533 	35.87
31534 	41.60
31535 	39.01
31536 	44.14
31537 	40.09
31538 	40.14
31539 	42.41
31540 	38.57
31541 	34.20
31542 	39.19
31543 	36.05
31544 	32.92
31545 	35.89
31546 	36.43
31547 	39.35
31548 	42.00
31549 	41.68
31550 	37.62
31551 	41.73
31552 	40.11
31553 	37.78
31554 	44.05
31555 	39.78
31556 	41.35
31557 	41.35
31558 	35.95
31559 	38.43
31560 	36.16
31561 	41.62
31562 	38.65
31563 	37.51
31564 	48.11
31565 	39.30
31566 	37.57
31567 	39.35
31568 	39.30
31569 	39.89
31570 	38.86
31571 	36.54
31572 	38.49
31573 	41.14
31574 	39.62
31575 	37.14
31576 	39.62
31577 	44.00
31578 	36.61
31579 	41.43
31580 	38.51
31581 	40.18
31582 	41.21
31583 	39.32
31584 	37.05
31585 	41.37
31586 	37.32
31587 	37.86
31588 	40.72
31589 	40.67
31590 	42.83
31591 	40.56
31592 	38.07
31593 	40.89
31594 	41.10
31595 	41.48
31596 	39.37
31597 	39.81
31598 	42.08
31599 	49.70
31600 	41.05
31601 	39.97
31602 	45.54
31603 	37.97
31604 	38.18
31605 	41.97
31606 	40.08
31607 	42.56
31608 	37.86
31609 	44.29
31610 	41.70
31611 	39.66
31612 	40.85
